#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
213_g                -            771 3366at5794           -            699         0 1056.1  21.2   1   3  5.8e-124  2.8e-121  404.9   7.4    84   346    20   318    16   324 0.92 -
213_g                -            771 3366at5794           -            699         0 1056.1  21.2   2   3  5.7e-196  2.7e-193  642.9   0.5   342   670   342   694   335   711 0.93 -
213_g                -            771 3366at5794           -            699         0 1056.1  21.2   3   3   3.5e-05     0.017   12.3   0.7   668   698   723   755   713   756 0.85 -
132_g                -            941 3366at5794           -            699  1.5e-109  366.1   9.6   1   2   1.3e-21   6.1e-19   66.6   2.4     5   267    48   341    43   349 0.70 -
132_g                -            941 3366at5794           -            699  1.5e-109  366.1   9.6   2   2   3.6e-92   1.7e-89  299.8   0.7   290   613   418   744   409   759 0.89 -
4136_g               -            654 3366at5794           -            699   5.7e-99  331.1   0.3   1   2      0.14        68    0.3   0.1   146   199   139   193   107   203 0.71 -
4136_g               -            654 3366at5794           -            699   5.7e-99  331.1   0.3   2   2  8.2e-101   3.9e-98  328.3   0.0   211   603   246   647   232   652 0.86 -
6130_g               -            260 3366at5794           -            699   1.2e-65  221.0   1.1   1   1   5.4e-68   2.6e-65  219.9   1.1   294   533    16   247     4   256 0.90 -
1022_g               -            904 3366at5794           -            699   1.6e-65  220.5  15.7   1   5      0.63     3e+02   -1.8   0.0   103   145   203   245   199   257 0.66 -
1022_g               -            904 3366at5794           -            699   1.6e-65  220.5  15.7   2   5   9.5e-08   4.6e-05   20.7   0.1   147   202   277   332   264   347 0.92 -
1022_g               -            904 3366at5794           -            699   1.6e-65  220.5  15.7   3   5   2.3e-11   1.1e-08   32.7   0.2   200   295   358   458   354   487 0.83 -
1022_g               -            904 3366at5794           -            699   1.6e-65  220.5  15.7   4   5   1.4e-11   6.9e-09   33.4   0.0   294   358   495   564   482   566 0.79 -
1022_g               -            904 3366at5794           -            699   1.6e-65  220.5  15.7   5   5   6.5e-44   3.1e-41  140.3   3.0   386   608   564   790   552   802 0.83 -
