#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   1   7  1.1e-109  2.1e-106  355.5   7.2     1   220     1   236     1   251 0.89 -
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   2   7   8.3e-17   1.5e-13   48.9   1.9   204   260   257   315   250   319 0.91 -
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   3   7   3.3e-17   5.9e-14   50.3  23.1   244   389   318   463   315   488 0.76 -
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   4   7       1.3   2.4e+03   -4.6  18.9   295   392   438   534   433   536 0.79 -
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   5   7         4   7.2e+03   -7.5  21.0   293   380   495   584   486   602 0.70 -
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   6   7    0.0022         4    4.6  19.0   299   421   591   718   581   725 0.61 -
1139_g               -            996 5504at5794           -            570  3.1e-176  586.0 129.6   7   7   5.7e-49     1e-45  155.1  25.6   398   568   767   945   728   948 0.83 -
3288_g               -            456 5504at5794           -            570   8.7e-35  119.0  27.9   1   5     8e-15   1.4e-11   42.4   1.3     6    43     3    40     1    46 0.93 -
3288_g               -            456 5504at5794           -            570   8.7e-35  119.0  27.9   2   5    0.0015       2.7    5.2   0.0    38    72    58    91    51   106 0.74 -
3288_g               -            456 5504at5794           -            570   8.7e-35  119.0  27.9   3   5   0.00065       1.2    6.4   0.4    64   100   110   146   104   151 0.91 -
3288_g               -            456 5504at5794           -            570   8.7e-35  119.0  27.9   4   5   5.4e-27   9.7e-24   82.6   0.5    85   191   177   284   170   306 0.90 -
3288_g               -            456 5504at5794           -            570   8.7e-35  119.0  27.9   5   5      0.78   1.4e+03   -3.8   5.6   315   362   324   371   285   421 0.49 -
2758_g               -            259 5504at5794           -            570   7.7e-30  102.7   1.9   1   1   5.2e-33   9.4e-30  102.4   1.9     9   194    43   239    35   255 0.88 -
6124_g               -            301 5504at5794           -            570   4.2e-24   83.8   0.4   1   3   0.00033       0.6    7.3   0.2    64   100    34    70    29    75 0.91 -
6124_g               -            301 5504at5794           -            570   4.2e-24   83.8   0.4   2   3   2.3e-27   4.2e-24   83.8   0.4    85   191   101   208    94   229 0.91 -
6124_g               -            301 5504at5794           -            570   4.2e-24   83.8   0.4   3   3       0.2   3.6e+02   -1.8   2.3   324   389   221   286   214   296 0.61 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/5504at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pb_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pb/run_apicomplexa_odb10/hmmer_output/initial_run_results/5504at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/5504at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pb_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:22:31 2023
# [ok]
