#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1191_g               -            859 2962at5794           -            660         0 1216.2   1.8   1   2  1.2e-158  4.7e-156  519.6   0.0     1   303    19   343    19   364 0.93 -
1191_g               -            859 2962at5794           -            660         0 1216.2   1.8   2   2  1.2e-211  4.7e-209  694.7   0.8   287   656   428   847   417   852 0.91 -
2946_g               -            979 2962at5794           -            660   2.2e-65  220.0   2.3   1   1   8.7e-68   3.3e-65  219.4   2.3   327   626   170   453    79   464 0.88 -
1228_g               -            243 2962at5794           -            660   4.6e-65  218.9   0.1   1   1   1.5e-67   5.6e-65  218.7   0.1   327   590     4   243     2   243 0.90 -
6734_g               -            309 2962at5794           -            660   7.9e-64  214.9   0.4   1   1   2.5e-66   9.5e-64  214.6   0.4   346   639    17   288     2   304 0.89 -
1012_g               -            908 2962at5794           -            660   2.7e-62  209.8   9.9   1   1   1.1e-62   4.3e-60  202.5   9.9   348   645    89   447    55   460 0.74 -
1166_g               -            532 2962at5794           -            660   1.1e-58  197.9   0.5   1   2     6e-61   2.3e-58  196.8   0.4   341   625    45   322    39   333 0.90 -
1166_g               -            532 2962at5794           -            660   1.1e-58  197.9   0.5   2   2       1.6   6.2e+02   -2.9   0.0    89   107   475   493   471   496 0.89 -
6609_g               -            252 2962at5794           -            660   1.8e-54  184.0   0.2   1   1   5.4e-57   2.1e-54  183.7   0.2   340   590    19   247     7   252 0.92 -
550_g                -           1628 2962at5794           -            660   4.4e-39  133.1   9.7   1   2   1.9e-41   7.2e-39  132.4   3.8   322   632    63   360    40   377 0.78 -
550_g                -           1628 2962at5794           -            660   4.4e-39  133.1   9.7   2   2      0.24        91   -0.1   0.3   264   367  1118  1226  1086  1265 0.73 -
6166_g               -            173 2962at5794           -            660   2.4e-28   97.6   0.1   1   1   7.4e-31   2.8e-28   97.4   0.1   461   630     1   157     1   167 0.90 -
2001_g               -            196 2962at5794           -            660   2.9e-28   97.4   0.0   1   1   9.1e-31   3.5e-28   97.1   0.0   451   628     1   164     1   184 0.89 -
782_g                -            538 2962at5794           -            660   1.7e-18   65.1   0.3   1   3   5.7e-07   0.00022   18.5   0.0   110   229   146   266   142   277 0.72 -
782_g                -            538 2962at5794           -            660   1.7e-18   65.1   0.3   2   3   1.1e-13   4.3e-11   40.6   0.0    16   144   205   339   189   344 0.79 -
782_g                -            538 2962at5794           -            660   1.7e-18   65.1   0.3   3   3     5e-07   0.00019   18.6   0.0    49   139   347   443   340   455 0.81 -
6547_g               -            385 2962at5794           -            660   2.7e-13   47.9   0.0   1   2    0.0028       1.1    6.2   0.0    33    95    53   124    26   130 0.62 -
