#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
620_g                -            823 4695at5794           -            682         0 1419.1   2.4   1   2         0         0 1355.9   0.8     1   646    32   718    32   729 0.96 -
620_g                -            823 4695at5794           -            682         0 1419.1   2.4   2   2   1.1e-20     4e-18   62.9   0.0   635   678   749   792   731   795 0.90 -
1815_g               -           1129 4695at5794           -            682  7.6e-104  346.2   4.3   1   4   5.4e-10   1.9e-07   27.6   0.0   417   472   326   382   313   391 0.72 -
1815_g               -           1129 4695at5794           -            682  7.6e-104  346.2   4.3   2   4   1.1e-23   3.9e-21   72.9   0.5   231   364   468   602   450   607 0.87 -
1815_g               -           1129 4695at5794           -            682  7.6e-104  346.2   4.3   3   4   2.8e-71   9.8e-69  230.2   0.0   389   601   676   889   671   894 0.97 -
1815_g               -           1129 4695at5794           -            682  7.6e-104  346.2   4.3   4   4   8.9e-06    0.0031   13.7   0.0   608   650  1040  1082  1030  1110 0.77 -
2159_g               -            965 4695at5794           -            682   2.4e-85  285.0   0.1   1   2   1.8e-11   6.3e-09   32.5   0.0   423   636   215   416   202   421 0.67 -
2159_g               -            965 4695at5794           -            682   2.4e-85  285.0   0.1   2   2   5.3e-77   1.9e-74  249.0   0.0   386   637   540   793   527   813 0.93 -
2561_g               -            424 4695at5794           -            682   6.8e-62  207.5   0.0   1   1   2.2e-64   7.9e-62  207.3   0.0   406   657   154   407    68   421 0.93 -
4773_g               -            519 4695at5794           -            682   5.3e-61  204.6   0.0   1   1   2.3e-63   8.2e-61  204.0   0.0   406   653   259   509   252   517 0.93 -
1976_g               -            393 4695at5794           -            682   1.1e-60  203.6   0.9   1   1   1.4e-62   4.9e-60  201.4   0.9   110   372   100   365    73   377 0.87 -
2025_g               -            441 4695at5794           -            682   7.9e-60  200.7   0.6   1   2       1.5   5.4e+02   -3.6   0.0    72    93     6    27     4    37 0.78 -
2025_g               -            441 4695at5794           -            682   7.9e-60  200.7   0.6   2   2   3.4e-62   1.2e-59  200.1   0.2   138   372   150   390   136   404 0.92 -
1193_g               -            703 4695at5794           -            682   4.1e-55  185.1   0.3   1   1   1.9e-57   6.7e-55  184.4   0.3   406   653   244   494   207   508 0.89 -
2481_g               -            946 4695at5794           -            682   2.9e-54  182.3   0.0   1   1   1.3e-56   4.7e-54  181.6   0.0   412   640   236   470   221   503 0.86 -
4508_g               -            783 4695at5794           -            682   7.6e-47  157.8   0.5   1   1   5.3e-48   1.9e-45  153.2   0.5   171   596   281   717   257   775 0.74 -
1265_g               -            449 4695at5794           -            682   2.8e-43  146.0   0.0   1   3   1.5e-43   5.4e-41  138.5   0.0   411   594   117   299    94   306 0.92 -
1265_g               -            449 4695at5794           -            682   2.8e-43  146.0   0.0   2   3     0.036        13    1.8   0.0   606   636   338   368   330   382 0.82 -
1265_g               -            449 4695at5794           -            682   2.8e-43  146.0   0.0   3   3     0.037        13    1.7   0.0   645   672   419   446   414   448 0.88 -
2644_g               -           1492 4695at5794           -            682   3.8e-13   46.5   0.0   1   1   1.6e-15   5.8e-13   45.9   0.0   427   628  1153  1366  1131  1379 0.73 -
782_g                -            478 4695at5794           -            682   2.4e-07   27.3   0.0   1   3   4.4e-05     0.016   11.4   0.0   441   482   241   282   220   290 0.76 -
782_g                -            478 4695at5794           -            682   2.4e-07   27.3   0.0   2   3      0.88   3.1e+02   -2.8   0.0   241   265   303   327   297   341 0.81 -
782_g                -            478 4695at5794           -            682   2.4e-07   27.3   0.0   3   3   1.2e-05    0.0043   13.2   0.0   538   583   358   403   345   416 0.87 -
408_g                -            484 4695at5794           -            682    0.0018   14.5   0.3   1   2   9.7e-06    0.0034   13.6   0.1   179   243    66   135    56   189 0.70 -
408_g                -            484 4695at5794           -            682    0.0018   14.5   0.3   2   2      0.93   3.3e+02   -2.9   0.0     8    45   251   288   246   304 0.56 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4695at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/4695at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4695at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:44 2023
# [ok]
