#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1161_g               -           3084 2648at5794           -            822         0 1101.8  33.1   1   6   2.8e-46   4.7e-43  145.3   0.0     2    99   494   591   493   641 0.88 -
1161_g               -           3084 2648at5794           -            822         0 1101.8  33.1   2   6   3.6e-68   5.9e-65  217.8   0.5    90   309   778  1055   762  1067 0.84 -
1161_g               -           3084 2648at5794           -            822         0 1101.8  33.1   3   6   3.3e-84   5.5e-81  270.8   0.9   297   505  1233  1483  1222  1486 0.86 -
1161_g               -           3084 2648at5794           -            822         0 1101.8  33.1   4   6     5e-71   8.3e-68  227.2   0.1   504   635  1625  1757  1621  1762 0.96 -
1161_g               -           3084 2648at5794           -            822         0 1101.8  33.1   5   6   1.8e-21     3e-18   63.3   0.8   628   680  1986  2038  1967  2039 0.88 -
1161_g               -           3084 2648at5794           -            822         0 1101.8  33.1   6   6   1.1e-59   1.9e-56  189.7   4.6   672   821  2505  2677  2492  2678 0.88 -
2225_g               -            584 2648at5794           -            822   1.3e-16   57.9   2.7   1   2   8.9e-16   1.5e-12   44.5   0.6   120   325   142   373   135   375 0.81 -
2225_g               -            584 2648at5794           -            822   1.3e-16   57.9   2.7   2   2   6.4e-09   1.1e-05   21.8   0.1   133   246   322   443   300   452 0.81 -
1183_g               -            882 2648at5794           -            822     1e-12   45.0   0.8   1   3   8.2e-14   1.4e-10   38.0   0.1   160   313    10   179     5   190 0.75 -
1183_g               -            882 2648at5794           -            822     1e-12   45.0   0.8   2   3    0.0023       3.7    3.4   0.0   211   256   180   224   177   240 0.71 -
1183_g               -            882 2648at5794           -            822     1e-12   45.0   0.8   3   3     0.033        54   -0.4   0.0   122   145   245   268   236   312 0.69 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2648at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/2648at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2648at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:32 2023
# [ok]
