#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   1   8  3.3e-111  1.6e-108  362.0   0.1     1   192   181   397   181   425 0.91 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   2   8  1.9e-180  9.3e-178  591.3   7.0   189   569   469   899   451   940 0.88 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   3   8     1e-14   5.1e-12   42.5   7.8   569   688   990  1109   967  1113 0.77 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   4   8     2e-28     1e-25   87.9  16.6   634   747  1102  1218  1086  1245 0.84 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   5   8   1.3e-08   6.6e-06   22.3   0.0   738   786  1371  1419  1347  1444 0.77 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   6   8   2.8e-05     0.014   11.3   0.2   784   817  1468  1501  1419  1532 0.63 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   7   8   2.1e-12     1e-09   34.9   0.0   828   879  1709  1765  1664  1769 0.86 -
1026_g               -           2127 820at5794            -           1101         0 1401.3  69.1   8   8   6.2e-83   3.1e-80  268.4   3.3   875  1097  1816  2078  1810  2082 0.87 -
912_g                -            817 820at5794            -           1101  4.5e-130  433.4  12.9   1   1  2.4e-131  1.2e-128  428.7  12.9     7   562    97   711    92   814 0.78 -
294_g                -            798 820at5794            -           1101   3.9e-97  324.4  27.0   1   2  7.8e-100   3.9e-97  324.4  27.0     8   535    97   670    91   700 0.84 -
294_g                -            798 820at5794            -           1101   3.9e-97  324.4  27.0   2   2      0.41     2e+02   -2.5   0.1   571   590   730   749   722   795 0.51 -
4871_g               -           1718 820at5794            -           1101   7.7e-96  320.1  58.2   1   6   3.4e-26   1.7e-23   80.5   0.1     6   108   107   229   103   234 0.81 -
4871_g               -           1718 820at5794            -           1101   7.7e-96  320.1  58.2   2   6   5.5e-32   2.7e-29   99.7   0.1   110   207   398   498   386   507 0.90 -
4871_g               -           1718 820at5794            -           1101   7.7e-96  320.1  58.2   3   6   1.2e-06   0.00061   15.8   1.8   232   319   618   729   613   733 0.65 -
4871_g               -           1718 820at5794            -           1101   7.7e-96  320.1  58.2   4   6   1.5e-28   7.6e-26   88.3   9.8   322   486   796   979   791   988 0.80 -
4871_g               -           1718 820at5794            -           1101   7.7e-96  320.1  58.2   5   6   2.6e-17   1.3e-14   51.1  13.4   480   690  1073  1321  1057  1324 0.66 -
4871_g               -           1718 820at5794            -           1101   7.7e-96  320.1  58.2   6   6      0.58   2.9e+02   -3.0   3.3   611   681  1322  1400  1319  1482 0.57 -
2384_g               -           1864 820at5794            -           1101   1.5e-57  193.3  31.5   1   6   5.2e-09   2.6e-06   23.6   0.1    11    57   108   155   102   158 0.88 -
2384_g               -           1864 820at5794            -           1101   1.5e-57  193.3  31.5   2   6     1e-09     5e-07   26.0   0.0    60   101   196   239   189   243 0.88 -
2384_g               -           1864 820at5794            -           1101   1.5e-57  193.3  31.5   3   6   6.8e-16   3.3e-13   46.4   0.6   116   216   293   408   281   470 0.69 -
2384_g               -           1864 820at5794            -           1101   1.5e-57  193.3  31.5   4   6   6.4e-23   3.1e-20   69.7   7.6   264   474   501   749   483   752 0.71 -
2384_g               -           1864 820at5794            -           1101   1.5e-57  193.3  31.5   5   6   3.7e-14   1.8e-11   40.7   0.2   449   551   789   893   786   909 0.85 -
2384_g               -           1864 820at5794            -           1101   1.5e-57  193.3  31.5   6   6      0.14        69   -1.0   0.3   593   799   971  1189   920  1200 0.48 -
673_g                -           1876 820at5794            -           1101     7e-33  111.6  21.4   1   4   9.1e-27   4.5e-24   82.4   0.5     6   168    84   283    80   324 0.79 -
673_g                -           1876 820at5794            -           1101     7e-33  111.6  21.4   2   4       0.9   4.5e+02   -3.7   0.0   229   253   419   443   417   450 0.80 -
673_g                -           1876 820at5794            -           1101     7e-33  111.6  21.4   3   4   1.6e-09   7.8e-07   25.3  10.7   293   482   523   746   481   862 0.64 -
673_g                -           1876 820at5794            -           1101     7e-33  111.6  21.4   4   4     0.079        39   -0.1   0.0   565   595   999  1029   985  1036 0.81 -
3341_g               -            284 820at5794            -           1101   5.3e-09   32.5   0.3   1   2   2.5e-05     0.012   11.5   0.1   876   948    30   105    25   108 0.68 -
3341_g               -            284 820at5794            -           1101   5.3e-09   32.5   0.3   2   2     1e-09   5.1e-07   25.9   0.1   877  1065    73   282    67   284 0.69 -
818_g                -            462 820at5794            -           1101   1.4e-07   27.8   0.2   1   1     4e-10     2e-07   27.3   0.2   839  1003    70   239    10   249 0.82 -
2022_g               -            524 820at5794            -           1101   1.8e-06   24.2   9.7   1   3   2.4e-06    0.0012   14.8   0.0  1053  1100   247   294   218   295 0.81 -
2022_g               -            524 820at5794            -           1101   1.8e-06   24.2   9.7   2   3   1.9e-05    0.0096   11.8   0.2   877   918   303   346   296   358 0.79 -
2022_g               -            524 820at5794            -           1101   1.8e-06   24.2   9.7   3   3      0.23   1.1e+02   -1.7   0.0   922   961   451   490   403   520 0.73 -
2354_g               -            620 820at5794            -           1101    0.0015   14.5   2.9   1   2   1.7e-05    0.0086   12.0   2.3   875   988   439   512   364   532 0.54 -
2354_g               -            620 820at5794            -           1101    0.0015   14.5   2.9   2   2   8.5e-06    0.0042   13.0   1.0   876   951   440   515   432   576 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/820at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/820at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/820at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:50 2023
# [ok]
