#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1183_g               -            882 2962at5794           -            660         0 1210.2   2.9   1   2  1.3e-158  5.1e-156  518.9   0.0     1   302    15   338    15   367 0.93 -
1183_g               -            882 2962at5794           -            660         0 1210.2   2.9   2   2  1.7e-210  6.5e-208  690.4   0.8   290   656   452   867   440   872 0.91 -
1795_g               -            365 2962at5794           -            660   3.4e-68  228.7   0.2   1   2   8.4e-51   3.2e-48  162.7   0.1   327   525     4   210     2   220 0.82 -
1795_g               -            365 2962at5794           -            660   3.4e-68  228.7   0.2   2   2   7.7e-21   2.9e-18   63.7   0.0   535   630   258   345   235   365 0.86 -
4396_g               -            308 2962at5794           -            660   1.4e-61  206.9   0.4   1   1   4.7e-64   1.8e-61  206.5   0.4   340   630    15   284     8   297 0.91 -
477_g                -            653 2962at5794           -            660   2.1e-52  176.6   0.4   1   1   7.9e-55     3e-52  176.0   0.4   341   626   343   616   276   634 0.81 -
1732_g               -            950 2962at5794           -            660   7.4e-40  135.1   1.4   1   1   3.3e-42   1.3e-39  134.3   1.4   350   632   207   477   163   500 0.80 -
1572_g               -           1299 2962at5794           -            660   1.9e-17   61.1   1.4   1   2   0.00061      0.23    7.9   0.0   114   185   187   263   183   274 0.71 -
1572_g               -           1299 2962at5794           -            660   1.9e-17   61.1   1.4   2   2   3.6e-17   1.4e-14   51.6   0.4    92   345   570   860   549   894 0.72 -
4706_g               -           5197 2962at5794           -            660   4.5e-13   46.6   0.0   1   2      0.15        58   -0.0   0.0    82   146    82   151    70   162 0.49 -
4706_g               -           5197 2962at5794           -            660   4.5e-13   46.6   0.0   2   2   1.8e-14   6.8e-12   42.7   0.0    62   179   304   424   239   433 0.83 -
1239_g               -            644 2962at5794           -            660   1.1e-12   45.3   0.0   1   3   7.4e-09   2.8e-06   24.1   0.0     6   178    85   262    80   266 0.79 -
1239_g               -            644 2962at5794           -            660   1.1e-12   45.3   0.0   2   3   0.00021     0.081    9.4   0.0    77   143   212   278   195   298 0.82 -
1239_g               -            644 2962at5794           -            660   1.1e-12   45.3   0.0   3   3     9e-07   0.00034   17.2   0.0    52   143   336   426   306   449 0.83 -
2225_g               -            584 2962at5794           -            660   1.5e-12   44.9   0.1   1   2     0.052        20    1.5   0.0   107   176   143   216   137   221 0.75 -
2225_g               -            584 2962at5794           -            660   1.5e-12   44.9   0.1   2   2   2.2e-14   8.2e-12   42.4   0.1    67   316   210   477   181   541 0.65 -
3647_g               -            885 2962at5794           -            660   5.4e-09   33.1   0.0   1   2   8.9e-10   3.4e-07   27.2   0.0     2   128    84   223    83   251 0.77 -
3647_g               -            885 2962at5794           -            660   5.4e-09   33.1   0.0   2   2     0.024       9.2    2.6   0.0    74   107   428   461   370   467 0.70 -
4784_g               -           2464 2962at5794           -            660   2.8e-07   27.4   0.0   1   1   1.4e-09   5.5e-07   26.5   0.0    48   140  1531  1626  1495  1646 0.80 -
1148_g               -            395 2962at5794           -            660     1e-06   25.6   1.3   1   1   3.7e-09   1.4e-06   25.1   1.3   376   526    89   252    79   260 0.72 -
1518_g               -            890 2962at5794           -            660   1.5e-05   21.7   0.2   1   3       0.8   3.1e+02   -2.4   0.0    80    98   457   475   447   488 0.84 -
1518_g               -            890 2962at5794           -            660   1.5e-05   21.7   0.2   2   3     0.062        24    1.3   0.0   106   125   727   746   709   758 0.87 -
1518_g               -            890 2962at5794           -            660   1.5e-05   21.7   0.2   3   3     6e-07   0.00023   17.8   0.1    82   155   762   835   727   859 0.74 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2962at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/2962at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2962at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:36 2023
# [ok]
