#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   1  11      0.11   1.1e+02   -1.7   1.8   714   734    13    33     2    38 0.79 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   2  11     1e-06     0.001   15.0   1.9     3    49    48    97    46   102 0.87 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   3  11   3.5e-18   3.5e-15   52.9   3.1     2    51   104   171   103   180 0.72 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   4  11   1.6e-09   1.5e-06   24.3   1.2    43   106   186   264   174   277 0.73 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   5  11  3.3e-134  3.3e-131  437.0   0.0    94   315   319   540   301   549 0.95 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   6  11   2.7e-75   2.7e-72  242.0   5.8   311   479   594   770   588   774 0.94 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   7  11         5     5e+03   -8.3   4.8   803   884  1069  1154  1040  1161 0.49 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   8  11  2.3e-114  2.3e-111  371.3   5.9   469   660  1188  1394  1169  1410 0.88 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7   9  11   5.2e-96   5.1e-93  310.6  31.2   666   860  1540  1751  1536  1754 0.92 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7  10  11   1.3e-18   1.3e-15   54.3  10.1   829   938  1744  1879  1740  1888 0.76 -
569_g                -           2921 1204at5794           -            996         0 1497.2 141.7  11  11   4.4e-17   4.3e-14   49.3   7.4   923   992  2118  2208  2112  2212 0.81 -
3407_g               -           1759 1204at5794           -            996   5.7e-83  277.3   9.1   1   3       1.1   1.1e+03   -5.0   6.8   805   889   114   196    75   257 0.50 -
3407_g               -           1759 1204at5794           -            996   5.7e-83  277.3   9.1   2   3   1.8e-48   1.8e-45  153.2   2.0   118   402   504   801   478   808 0.85 -
3407_g               -           1759 1204at5794           -            996   5.7e-83  277.3   9.1   3   3   5.4e-44   5.3e-41  138.4   0.8   472   609  1347  1484  1338  1495 0.92 -
2584_g               -           1528 1204at5794           -            996   1.7e-42  143.3  17.9   1   5   6.2e-12   6.2e-09   32.2   0.3    86   168   194   278   183   281 0.84 -
2584_g               -           1528 1204at5794           -            996   1.7e-42  143.3  17.9   2   5    0.0031       3.1    3.5   0.0   163   199   372   407   364   446 0.74 -
2584_g               -           1528 1204at5794           -            996   1.7e-42  143.3  17.9   3   5      0.86   8.6e+02   -4.7   0.7    49   117   478   544   473   555 0.82 -
2584_g               -           1528 1204at5794           -            996   1.7e-42  143.3  17.9   4   5   1.2e-13   1.1e-10   38.0   0.0   240   296   917   973   902   979 0.86 -
2584_g               -           1528 1204at5794           -            996   1.7e-42  143.3  17.9   5   5   6.2e-26   6.2e-23   78.6   1.8   456   622  1359  1525  1321  1528 0.82 -
458_g                -            875 1204at5794           -            996   4.8e-40  135.2   4.8   1   2   3.1e-21   3.1e-18   63.0   0.1   118   368   306   557   269   566 0.75 -
458_g                -            875 1204at5794           -            996   4.8e-40  135.2   4.8   2   2   1.9e-24   1.9e-21   73.6   1.0   478   595   628   746   601   787 0.83 -
905_g                -           1778 1204at5794           -            996   2.4e-31  106.4  12.5   1   5     4e-05      0.04    9.7   0.0   139   163   646   670   642   676 0.86 -
905_g                -           1778 1204at5794           -            996   2.4e-31  106.4  12.5   2   5      0.11   1.1e+02   -1.7   0.0   168   233   703   764   694   767 0.65 -
905_g                -           1778 1204at5794           -            996   2.4e-31  106.4  12.5   3   5   7.5e-15   7.4e-12   41.9   0.2   243   402   884  1062   871  1082 0.74 -
905_g                -           1778 1204at5794           -            996   2.4e-31  106.4  12.5   4   5       1.4   1.4e+03   -5.4   1.6   942   983  1211  1251  1174  1259 0.46 -
905_g                -           1778 1204at5794           -            996   2.4e-31  106.4  12.5   5   5     1e-20     1e-17   61.3   0.0   530   608  1328  1407  1321  1424 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1204at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/1204at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1204at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:11 2023
# [ok]
