#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   1   7  8.8e-115  1.6e-112  375.6   3.8     5   180     1   176     1   190 0.96 -
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   2   7   2.3e-84   4.1e-82  275.0   2.9   165   348   217   409   209   441 0.88 -
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   3   7   3.5e-06   0.00062   16.4   1.2   310   377   515   587   499   598 0.70 -
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   4   7     2e-20   3.6e-18   63.5   2.3   363   453   605   714   589   728 0.80 -
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   5   7   2.8e-34   4.9e-32  109.4   7.4   441   572   735   887   726   897 0.88 -
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   6   7   1.3e-05    0.0024   14.5   0.0   568   622  1057  1109  1028  1119 0.78 -
739_g                -           1365 3686at5794           -            802         0 1032.2  59.0   7   7   1.1e-63   1.9e-61  206.7   2.0   615   802  1134  1348  1125  1348 0.87 -
4513_g               -            591 3686at5794           -            802   1.2e-35  121.4  10.0   1   2   3.6e-23   6.3e-21   72.6   0.8    49   165   278   394   269   395 0.97 -
4513_g               -            591 3686at5794           -            802   1.2e-35  121.4  10.0   2   2   7.9e-20   1.4e-17   61.6   2.6    34   175   347   487   346   574 0.92 -
220_g                -            620 3686at5794           -            802   4.1e-27   93.1   5.2   1   2      0.21        38    0.6   2.4   601   689   160   248   128   279 0.84 -
220_g                -            620 3686at5794           -            802   4.1e-27   93.1   5.2   2   2   2.3e-29   4.1e-27   93.1   5.2    10   267   336   577   328   590 0.92 -
3341_g               -            284 3686at5794           -            802   2.4e-23   80.7   2.6   1   2   1.5e-17   2.7e-15   54.0   3.0    62   166    46   154    24   161 0.83 -
3341_g               -            284 3686at5794           -            802   2.4e-23   80.7   2.6   2   2     1e-10   1.8e-08   31.4   0.0    33   129   147   241   147   245 0.92 -
140_g                -            842 3686at5794           -            802   3.1e-21   73.7  13.1   1   3   1.4e-12   2.4e-10   37.6   3.5   179   318   502   644   485   653 0.78 -
140_g                -            842 3686at5794           -            802   3.1e-21   73.7  13.1   2   3     8e-09   1.4e-06   25.2   0.7    59   163   650   758   644   761 0.89 -
140_g                -            842 3686at5794           -            802   3.1e-21   73.7  13.1   3   3     1e-09   1.8e-07   28.1   0.2   202   272   743   811   739   822 0.83 -
1360_g               -           1237 3686at5794           -            802     9e-20   68.8  17.7   1   5   6.9e-12   1.2e-09   35.3   0.0    11   102    71   163    68   170 0.91 -
1360_g               -           1237 3686at5794           -            802     9e-20   68.8  17.7   2   5   2.8e-05    0.0049   13.5   0.2   245   274   175   204   163   238 0.54 -
1360_g               -           1237 3686at5794           -            802     9e-20   68.8  17.7   3   5      0.52        92   -0.7   0.2   282   348   376   442   360   467 0.84 -
1360_g               -           1237 3686at5794           -            802     9e-20   68.8  17.7   4   5     0.024       4.2    3.8   0.1   218   298   636   716   626   764 0.70 -
1360_g               -           1237 3686at5794           -            802     9e-20   68.8  17.7   5   5   7.8e-09   1.4e-06   25.2   0.8   181   272   871   959   854  1004 0.85 -
2285_g               -            613 3686at5794           -            802   1.4e-18   64.8   3.6   1   3   2.8e-11   4.9e-09   33.3   0.0    79   166   313   402   307   418 0.89 -
2285_g               -            613 3686at5794           -            802   1.4e-18   64.8   3.6   2   3     4e-08   7.1e-06   22.9   0.0    36   165   398   528   398   533 0.93 -
2285_g               -            613 3686at5794           -            802   1.4e-18   64.8   3.6   3   3   7.7e-07   0.00014   18.6   1.0    56   160   503   613   500   613 0.92 -
