#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2831_g               -           1215 4086at5794           -            801         0 1321.1  27.6   1   4  7.2e-170  5.1e-167  555.6   8.8    13   325    42   375    33   400 0.94 -
2831_g               -           1215 4086at5794           -            801         0 1321.1  27.6   2   4    0.0054       3.8    3.7   0.0   319   347   524   557   518   582 0.75 -
2831_g               -           1215 4086at5794           -            801         0 1321.1  27.6   3   4   1.1e-40   7.6e-38  128.4   0.9   343   477   626   793   608   796 0.85 -
2831_g               -           1215 4086at5794           -            801         0 1321.1  27.6   4   4  1.2e-196  8.3e-194  644.2   1.8   452   801   797  1160   789  1160 0.96 -
1583_g               -           1353 4086at5794           -            801  4.5e-135  450.0  17.7   1   4   8.2e-68   5.8e-65  218.1   9.0    13   324   225   538   215   555 0.90 -
1583_g               -           1353 4086at5794           -            801  4.5e-135  450.0  17.7   2   4   3.2e-12   2.3e-09   34.2   0.0   407   463   804   865   747   873 0.85 -
1583_g               -           1353 4086at5794           -            801  4.5e-135  450.0  17.7   3   4   3.1e-60   2.2e-57  193.0   0.0   482   643   919  1080   879  1143 0.82 -
1583_g               -           1353 4086at5794           -            801  4.5e-135  450.0  17.7   4   4   0.00042      0.29    7.4   0.3   702   796  1243  1335  1235  1341 0.87 -
2884_g               -           1654 4086at5794           -            801   1.7e-20   71.0   8.6   1   5     0.097        69   -0.5   0.0    93   152   499   563   420   575 0.60 -
2884_g               -           1654 4086at5794           -            801   1.7e-20   71.0   8.6   2   5    0.0049       3.4    3.8   0.2   165   322   637   787   621   799 0.71 -
2884_g               -           1654 4086at5794           -            801   1.7e-20   71.0   8.6   3   5   1.6e-10   1.1e-07   28.6   0.0   400   465  1043  1111   982  1126 0.83 -
2884_g               -           1654 4086at5794           -            801   1.7e-20   71.0   8.6   4   5   5.3e-14   3.7e-11   40.1   0.0   483   529  1244  1290  1226  1296 0.94 -
2884_g               -           1654 4086at5794           -            801   1.7e-20   71.0   8.6   5   5      0.45   3.2e+02   -2.7   0.3   248   273  1548  1574  1509  1631 0.70 -
291_g                -           2025 4086at5794           -            801   7.9e-18   62.2   3.2   1   4   8.4e-08   5.9e-05   19.6   0.1    37   154   417   535   390   560 0.73 -
291_g                -           2025 4086at5794           -            801   7.9e-18   62.2   3.2   2   4     0.061        43    0.2   0.0   165   321   611   760   593   771 0.59 -
291_g                -           2025 4086at5794           -            801   7.9e-18   62.2   3.2   3   4   6.1e-05     0.043   10.1   0.0   364   470  1243  1365  1237  1376 0.72 -
291_g                -           2025 4086at5794           -            801   7.9e-18   62.2   3.2   4   4   1.1e-10     8e-08   29.1   0.1   464   585  1652  1771  1597  1848 0.78 -
2281_g               -           1551 4086at5794           -            801   6.4e-16   55.9   4.8   1   5   1.6e-05     0.011   12.0   0.0   284   323   640   679   624   707 0.78 -
2281_g               -           1551 4086at5794           -            801   6.4e-16   55.9   4.8   2   5     0.031        22    1.2   0.0   342   362   810   830   803   839 0.90 -
2281_g               -           1551 4086at5794           -            801   6.4e-16   55.9   4.8   3   5   0.00043      0.31    7.3   0.0   363   407   931   975   917   983 0.90 -
2281_g               -           1551 4086at5794           -            801   6.4e-16   55.9   4.8   4   5   5.8e-07   0.00041   16.8   0.0   411   461  1010  1063  1001  1074 0.86 -
2281_g               -           1551 4086at5794           -            801   6.4e-16   55.9   4.8   5   5   2.3e-06    0.0016   14.9   0.0   469   594  1164  1289  1157  1327 0.77 -
2317_g               -           1663 4086at5794           -            801   1.8e-11   41.2  28.4   1   6   2.4e-06    0.0017   14.8   0.0    30   148   114   239    94   259 0.66 -
2317_g               -           1663 4086at5794           -            801   1.8e-11   41.2  28.4   2   6   0.00075      0.53    6.5   1.3   168   323   638   782   617   791 0.63 -
2317_g               -           1663 4086at5794           -            801   1.8e-11   41.2  28.4   3   6    0.0091       6.5    2.9   0.1   345   414  1160  1232  1139  1241 0.74 -
2317_g               -           1663 4086at5794           -            801   1.8e-11   41.2  28.4   4   6   2.4e-06    0.0017   14.8   0.1   411   467  1258  1317  1249  1334 0.85 -
2317_g               -           1663 4086at5794           -            801   1.8e-11   41.2  28.4   5   6   6.2e-07   0.00044   16.7   0.0   483   546  1376  1440  1360  1457 0.84 -
2317_g               -           1663 4086at5794           -            801   1.8e-11   41.2  28.4   6   6      0.82   5.8e+02   -3.5   6.8   734   792  1589  1650  1563  1658 0.73 -
850_g                -           1713 4086at5794           -            801   1.1e-10   38.6   8.8   1   3   0.00056       0.4    6.9   0.0   106   145   475   512   469   530 0.82 -
850_g                -           1713 4086at5794           -            801   1.1e-10   38.6   8.8   2   3   1.4e-08   9.8e-06   22.2   2.5   165   374   629   843   603   853 0.76 -
850_g                -           1713 4086at5794           -            801   1.1e-10   38.6   8.8   3   3     3e-05     0.021   11.2   0.2   533   609  1236  1312  1228  1320 0.91 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4086at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/4086at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4086at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:43 2023
# [ok]
