#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1637_g               -           1507 1619at5794           -           1050         0 1857.2  51.5   1   3  2.1e-134  3.5e-131  437.3   4.5     1   241     7   265     7   268 0.95 -
1637_g               -           1507 1619at5794           -           1050         0 1857.2  51.5   2   3         0         0 1387.8  28.7   238   983   320  1120   317  1136 0.95 -
1637_g               -           1507 1619at5794           -           1050         0 1857.2  51.5   3   3   1.8e-15     3e-12   43.5   3.6   971  1042  1138  1215  1117  1224 0.78 -
2479_g               -            945 1619at5794           -           1050   2.7e-22   76.8  18.8   1   4   0.00038      0.63    6.0   0.7    51   122    94   169    83   256 0.76 -
2479_g               -            945 1619at5794           -           1050   2.7e-22   76.8  18.8   2   4      0.11   1.8e+02   -2.1   0.0   178   215   285   322   226   366 0.67 -
2479_g               -            945 1619at5794           -           1050   2.7e-22   76.8  18.8   3   4   3.3e-18   5.5e-15   52.6   4.6   237   482   400   652   389   668 0.74 -
2479_g               -            945 1619at5794           -           1050   2.7e-22   76.8  18.8   4   4   2.3e-10   3.7e-07   26.6   0.6   477   537   693   752   654   781 0.72 -
2316_g               -           1173 1619at5794           -           1050   2.4e-19   67.0   0.2   1   3   1.5e-22   2.4e-19   67.0   0.2   615   797   170   355   164   362 0.83 -
2316_g               -           1173 1619at5794           -           1050   2.4e-19   67.0   0.2   2   3      0.97   1.6e+03   -5.2  17.5   850  1026   472   656   430   676 0.68 -
2316_g               -           1173 1619at5794           -           1050   2.4e-19   67.0   0.2   3   3       2.5   4.1e+03   -6.6   2.8   953  1005  1093  1147  1058  1157 0.54 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1619at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/1619at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1619at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:18 2023
# [ok]
