#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
991_g                -           1146 1595at5794           -            827         0 1240.1  49.3   1   3  1.7e-100   2.8e-97  325.0   4.8     1   187    18   226    18   229 0.94 -
991_g                -           1146 1595at5794           -            827         0 1240.1  49.3   2   3  1.1e-244  1.8e-241  802.0  19.6   185   668   277   855   255   859 0.88 -
991_g                -           1146 1595at5794           -            827         0 1240.1  49.3   3   3   1.2e-37     2e-34  117.1   8.9   677   816   902  1082   877  1092 0.81 -
1223_g               -           1045 1595at5794           -            827   2.3e-34  116.9  12.6   1   3   1.2e-25   1.9e-22   77.4   7.9     6   395    14   445     9   451 0.74 -
1223_g               -           1045 1595at5794           -            827   2.3e-34  116.9  12.6   2   3     1e-13   1.6e-10   38.0   0.0   419   528   494   607   474   686 0.89 -
1223_g               -           1045 1595at5794           -            827   2.3e-34  116.9  12.6   3   3     0.011        18    1.5   0.1   638   667   815   844   807   986 0.86 -
2336_g               -           1571 1595at5794           -            827   1.5e-23   81.1  26.8   1   6   8.2e-11   1.3e-07   28.3   0.1    34    96   228   298   211   305 0.79 -
2336_g               -           1571 1595at5794           -            827   1.5e-23   81.1  26.8   2   6    0.0011       1.8    4.8   0.1   207   283   609   688   600   718 0.79 -
2336_g               -           1571 1595at5794           -            827   1.5e-23   81.1  26.8   3   6   2.3e-13   3.7e-10   36.8   0.9   311   394   808   892   780   897 0.85 -
2336_g               -           1571 1595at5794           -            827   1.5e-23   81.1  26.8   4   6    0.0042       6.9    2.8   0.0   457   482  1046  1071   994  1080 0.86 -
2336_g               -           1571 1595at5794           -            827   1.5e-23   81.1  26.8   5   6     0.039        64   -0.4   0.0   491   529  1113  1151  1110  1175 0.83 -
2336_g               -           1571 1595at5794           -            827   1.5e-23   81.1  26.8   6   6   7.2e-08   0.00012   18.6   5.7   525   667  1197  1361  1177  1422 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1595at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/1595at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1595at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:17 2023
# [ok]
