#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1223_g               -           1045 2619at5794           -            784         0 1274.2  36.3   1   5  3.1e-233  5.1e-230  763.8   6.0     1   409    11   450    11   456 0.96 -
1223_g               -           1045 2619at5794           -            784         0 1274.2  36.3   2   5  3.8e-114  6.3e-111  369.9   0.2   408   609   479   694   477   701 0.92 -
1223_g               -           1045 2619at5794           -            784         0 1274.2  36.3   3   5   4.9e-27   8.1e-24   81.9   2.7   601   659   708   766   695   768 0.92 -
1223_g               -           1045 2619at5794           -            784         0 1274.2  36.3   4   5   5.4e-22   8.9e-19   65.2   0.9   658   741   815   921   809   959 0.71 -
1223_g               -           1045 2619at5794           -            784         0 1274.2  36.3   5   5   1.7e-05     0.027   10.7   2.2   743   780   983  1027   928  1034 0.67 -
991_g                -           1146 2619at5794           -            784     4e-50  168.9  15.1   1   3   1.5e-14   2.5e-11   40.6   0.0    23   187    53   223    21   239 0.84 -
991_g                -           1146 2619at5794           -            784     4e-50  168.9  15.1   2   3   5.6e-23   9.3e-20   68.5   2.0   224   404   350   535   346   564 0.81 -
991_g                -           1146 2619at5794           -            784     4e-50  168.9  15.1   3   3     5e-22   8.3e-19   65.3   2.9   418   688   581   855   569   866 0.80 -
2336_g               -           1571 2619at5794           -            784     3e-14   50.2  25.1   1   4   9.6e-05      0.16    8.2   0.0     5    80   210   293   207   304 0.76 -
2336_g               -           1571 2619at5794           -            784     3e-14   50.2  25.1   2   4   4.2e-06     0.007   12.6   1.0   240   312   649   723   625   740 0.75 -
2336_g               -           1571 2619at5794           -            784     3e-14   50.2  25.1   3   4   5.2e-08   8.6e-05   18.9   1.1   345   443   834   924   823   940 0.77 -
2336_g               -           1571 2619at5794           -            784     3e-14   50.2  25.1   4   4   7.7e-08   0.00013   18.4   6.8   484   686  1111  1360  1108  1376 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2619at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/2619at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2619at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:31 2023
# [ok]
